F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
	"TP1175.E9 C36 2013"	"Analyzing and troubleshooting single-screw extruders / Gregory A. Campbell, Mark A. Spalding "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686291	"TP 1175            E 9   C 36   2013"
	"PS3576.I66 A89 2013"	"Argonautika : the voyage of Jason and the Argonauts / Mary Zimmerman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686292	"PS 3576            I 66   A 89   2013"
"  an-usu--acc-----"	"GF504.S68 A55 2013"	"Ariel's ecology : plantations, personhood, and colonialism in the American tropics / Monique Allewaert. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686293	"GF  504            S 68   A 55   2013"
	"QB462.2 .K63 2013"	"Astrophysics through computation : with Mathematica support / Brian Koberlein, David Meisel. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686294	"QB  4622           K 63   2013"
	"V210 .B46 2013"	"Atrocity, deviance, and submarine warfare : norms and practices during the world wars / Nachman Ben-Yehuda. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686295	"V  210            B 46   2013"
"  ae------aaw-----aff-----"	"DG254 .S253 2013"	"Divination, prediction and the end of the Roman Republic / Federico Santangelo. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686296	"DG  254            S 253   2013"
	"LB1028 .H3154 2013"	"Handbook of research on teaching and learning in K-20 education / [editor] Victor C.X. Wang, Florida Atlantic University, USA. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691556	"LB 1028            H 3154   2013"
"  an-mx---"	"BX4705.Z8 A38 1979"	"Zuma¿¿rraga and his family : letters to Vizcaya 1536-1548 : a collection of documents in relation to the founding of a hospice in his birthplace / transcribed and introduced by Richard E. Greenleaf ; translated by Neal Kaveny. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691557	"BX 4705            Z 8   A 38   1979"
"  an-mx---an-us-ca"	"F869.L89 M595 2012"	"We became Mexican American : how our immigrant family survived to pursue the American dream / by Carlos B. Gil. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691562	"F  869            L 89   M 595   2012"
	"PN6120.95.S33 Y437"	"Year's best science fiction and fantasy. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691578	"PN 612095          S 33   Y 437"
"  an-us---"	"LA215 .F68 2013"	"Founding Fathers, Education, and ""The Great Contest"" : The American Philosophical Society Prize of 1797 / edited by Benjamin Justice. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691582	"LA  215            F 68   2013"
"  an-us---"	"LB2351.52.U6 G448 2013"	"Conquering the college admissions essay in 10 steps : crafting a winning personal statement / Alan Gelb. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691590	"LB 235152          U 6   G 448   2013"
"  ae-uk-enae-uk-st"	"DA784.6 .G66 2013"	"Fatal rivalry : Flodden 1513 : Henry VIII, James IV and the battle for Renaissance Britain / George Goodwin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691592	"DA  7846           G 66   2013"
"  an-us-tx"	"E78.T4 G335 2010"	"Intensive cultural resources survey of the proposed Wurzbach Parkway extension project from Blanco Road to Wetmore Road, Bexar County, Texas / prepared by Mary Jo Galindo and Kevin A. Miller with contributions by Al McGraw ; principal investigator, Mary J"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691593	"E   78            T 4   G 335   2010"
	"DS588.P3 M36 2013"	"Just enough : a journey into Thailand's troubled south / Mira Lee Manickam. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691597	"DS  588            P 3   M 36   2013"
	"LB1028.3 .C3255 2013"	"Cases on educational technology planning, design, and implementation : a project management perspective / [edited by] Angela D. Benson, Joi L. Moore, Shahron Williams van Rooij. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691602	"LB 10283           C 3255   2013"
"  an-us-mo"	"NA737.M21675 A84 2013"	"Architecture of Maritz & Young : exceptional historic homes of St. Louis / Kevin Amsler and L. John Schott, AIA. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691606	"NA  737            M 21675   A 84   2013"
	"PS3612.U897 L38 2013"	"Last word : a Spellman novel / Lisa Lutz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691614	"PS 3612            U 897   L 38   2013"
"  an-us-tx"	"F392.J24 S65 2011"	"Cultural resources investigations of portions of the proposed 40-mile Duke Energy-Wilbreeze pipeline project, Jackson and Lavaca counties, Texas / prepared by Michael N. Smith, Kevin A. Miller, and Mercedes C. Cody ; principal investigator, Kevin A. Mille"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691615	"F  392            J 24   S 65   2011"
	"NA997.L76 A4 2012"	"Berthold Lubetkin : architecture and the tradition of progress / John Allan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691617	"NA  997            L 76   A 4   2012"
	"PR5534 .R63 2013"	"Synge and the making of modern Irish drama / Anthony Roche. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691620	"PR 5534            R 63   2013"
	"UG485 .P65 2013"	"Information warfare and electronic warfare systems / Richard A. Poisel. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691693	"UG  485            P 65   2013"
	"BF637.N4 T455 2013"	"Truth about negotiations / Leigh Thompson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691694	"BF  637            N 4   T 455   2013"
"  an-us---"	"JA66 .S37 2013"	"For the Republic : political essays / George Scialabba. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691696	"JA   66            S 37   2013"
"  ae------aaw-----aff-----amm-----"	"HE557.R66 R66 2012"	"Rome, portus and the Mediterranean / edited by Simon Keay. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691697	"HE  557            R 66   R 66   2012"
	"GE160.A785 E58 2012"	"Environmental uncertainty and local knowledge : Southeast Asia as a laboratory of global ecological change / Anna-Katharina Hornidge, Chirstopher Antweiler (eds.). "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691700	"GE  160            A 785   E 58   2012"
	"B2424 .P67 2013"	"Postmodern saints of France : refiguring 'the holy' in contemporary French philosophy / edited by Colby Dickinson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691701	"B 2424            P 67   2013"
	"UG401 .S66 2012"	"Battle castles : 500 years of knights & siege warfare / Dan Snow. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691702	"UG  401            S 66   2012"
	"LC3715 .M86 2013"	"Multilingualism and multimodality : current challenges for educational studies / edited by Ingrid de Saint-Georges and Jean-Jacques Weber. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691704	"LC 3715            M 86   2013"
	"JZ1318 .M44 2012"	"Megatrends in global interaction / Bertelsmann Foundation (ed.). "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691706	"JZ 1318            M 44   2012"
	"GV14.45 .M48 2013"	"Leisure and aging : Ulyssean living in later life / Francis A. McGuire, Rosangela K. Boyd, Megan Janke, Begum Aybar-Damali. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691707	"GV   1445          M 48   2013"
	"PT2674.O88 Z46 2013"	"Im Schwanenhals / Helga M. Novak ; [unter Mitwirkung von Rita Jorek]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691713	"PT 2674            O 88   Z 46   2013"
	"PT2662.O654 N54 2013"	"Nie mehr Nacht : Roman / Mirko Bonne. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691714	"PT 2662            O 654   N 54   2013"
	"PT2668.I323 P762 2013"	"Provisorium : Roman / Wolfgang Hilbig. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691716	"PT 2668            I 323   P 762   2013"
	"PT2681.T3234 N33 2013"	"Nacht ist der Tag : Roman / Peter Stamm. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691718	"PT 2681            T 3234   N 33   2013"
	"PT2609.N9 H48 2013"	"Herrn Zetts Betrachtungen, oder, Brosamen, die er fallen liess, aufgelesen von seinen Zuho¿¿rern / Hans Magnus Enzensberger. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691721	"PT 2609            N 9   H 48   2013"
	"PT2671.R736 U57 2013"	"Umstellung der Zeit : Gedichte / Michael Kru¿¿ger. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691723	"PT 2671            R 736   U 57   2013"
"  ae-gx---"	"PT2668.E393 Z46 2013"	"Zur Lockerung der Perspektive : 5 x 13 Literaturkritiken / Helmut Heissenbu¿¿ttel ; ausgewa¿¿hlt und herausgegeben von Klaus Ramm ; unter Mitarbeit von Armin Stein. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691726	"PT 2668            E 393   Z 46   2013"
	"PT2671.O4123 S35 2013"	"Schlaflosen : Roman / Ulrike Kolb. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691728	"PT 2671            O 4123   S 35   2013"
	"PT2671.O418 E82 2013"	"Es gibt den ungeheuren Anderen : Gedichte / Alfred Kolleritsch ; mit einer Einleitung von Peter Handke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691733	"PT 2671            O 418   E 82   2013"
	"PT2668.E419 A6 2013"	"Bodo Hell Omnibus : Texte von- Beitra¿¿ge zu Bodo Hell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691745	"PT 2668            E 419   A 6   2013"
"  an-us---"	"RA448.5.I5 L68 2013"	"Native American communities on health and disability : a borderland dialogue / Lavonna L. Lovern, Carol Locust. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691812	"RA  4485           I 5   L 68   2013"
	"QP552.F54 H36 2013"	"Handbook of flavoproteins / edited by Russ Hille, Susan Miller, Bruce Palfey. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691820	"QP  552            F 54   H 36   2013"
	"PD5112 .H5 1980"	"Swedish : an elementary grammar reader / Gladys Hird, with Go¿¿ran Huss and Go¿¿ran Hartman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691824	"PD 5112            H 5   1980"
	"HQ23 .R524 2013"	"Studying sexualities : theories, representations, cultures / Niall Richardson, Clarissa Smith, Angela Werndly. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571155	"HQ   23            R 524   2013"
	"QA279.4 .H64 2014"	"Using propensity scores in quasi-experimental designs / William M. Holmes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571156	"QA  2794           H 64   2014"
"  ae-uk---ae-uk-en"	"DA580 .R67 2013"	"Woman before Wallis : Prince Edward, the Parisian courtesan, and the perfect murder / Andrew Rose. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571157	"DA  580            R 67   2013"
"  aa-cc---"	"DS747.45 .M37 2013"	"Women shall not rule : imperial wives and concubines in China from Han to Liao / Keith McMahon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571158	"DS  74745          M 37   2013"
"  an------as------"	"PQ7081 .N2826 2013"	"Wonder and exile in the New World / Alex Nava. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571159	"PQ 7081            N 2826   2013"
	"PS3565.A8 D33 2013"	"Daddy Love / Joyce Carol Oates. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571162	"PS 3565            A 8   D 33   2013"
	"B2430.M281 H37 2013"	"Essential writings / Jean-Luc Marion ; edited by Kevin Hart. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571167	"B 2430            M 281   H 37   2013"
	"DL1097 .S26 2013"	"Hundred Day Winter War : Finland's gallant stand against the Soviet Army / Gordon F. Sander. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571169	"DL 1097            S 26   2013"
	"PN6714 .P68 2013"	"Narrative structure in comics : making sense of fragments / Barbara Postema. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571171	"PN 6714            P 68   2013"
"  aa-cc---"	"PL2658.E3 N45 2013"	"Xin huaxia ji, dang dai zhongguo shi xuan = New Cathay, contemporary Chinese poetry / edited by Ming Di ; translated from Chinese by Neil Aitken, Katie Farris, Ming Di, Christopher Lupke, Tony Barnstone, Nick Admussen, Jonathan Stalling, Afaa M. Weaver, E"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571173	"PL 2658            E 3   N 45   2013"
"  an-us-ny"	"GV969.O25 M35 2013"	"Oak Hill Country Club : a legacy of golfing excellence / Sal Maiorana. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571174	"GV  969            O 25   M 35   2013"
"  an-us---"	"LA217.2 .P69 2013"	"Private enterprise and public education / edited by Frederick M. Hess, Michael B. Horn. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571178	"LA  2172           P 69   2013"
"  an-us-tx"	"F394.A957 K475 2013"	"Seat of empire : the embattled birth of Austin, Texas / Jeffrey Stuart Kerr. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571180	"F  394            A 957   K 475   2013"
"  ae------aff-----aaw-----"	"DE71 .F69 2013"	"Studying gender in classical antiquity / Lin Foxhall. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571181	"DE   71            F 69   2013"
"  an-us---"	"JZ6377.U8 P47 2013"	"Where is the lone ranger? : America's search for a stability force / Robert M. Perito. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571183	"JZ 6377            U 8   P 47   2013"
	"PS3562.U86 A93 2012"	"Ashes rain down : a story cycle / William Luvaas. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571185	"PS 3562            U 86   A 93   2012"
	"BD21 .D57 2013"	"Distinctions of being : philosophical approaches to reality / edited by Nikolaj Zunic. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571188	"BD   21            D 57   2013"
"  anwjm---"	"PR6125.O86 G58 2013"	"Gloria : a novel / Kerry Young. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571189	"PR 6125            O 86   G 58   2013"
"  aa-ii---"	"GV928.I4 A77 2013"	"Great tamasha : cricket, corruption, and the spectacular rise of modern India / James Astill. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571190	"GV  928            I 4   A 77   2013"
	"BF723.G75 B88 2013"	"Helping children think about bereavement : a differentiated story and activities to help children age 5-11 deal with loss / Heather Butler. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571191	"BF  723            G 75   B 88   2013"
"  aa-vt---"	"DS556.5 .T38 2013"	"History of the Vietnamese / K.W. Taylor. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571192	"DS  5565           T 38   2013"
"  an-us---"	"E842 .C55 2013"	"JFK's last hundred days : the transformation of a man and the emergence of a great president / Thurston Clarke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571193	"E  842            C 55   2013"
"  ae-uk-en"	"PR120.L33 F35 2013"	"Literature by the working class : English autobiographies, 1820-1848 / Cassandra Falke. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571194	"PR  120            L 33   F 35   2013"
"  an-us-ma"	"NA6696.U55 F67 2013"	"Museum of Fine Arts, Boston : Foster + Partners / Norman Foster, Edward R. Bosley. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571196	"NA 6696            U 55   F 67   2013"
"  an-us-nj"	"JK3516 .S35 2013"	"New Jersey politics and government : the suburbs come of age / Barbara G. Salmore with Stephen A. Salmore. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571197	"JK 3516            S 35   2013"
	"PR4426.A2 S67 2013"	"On heroes, hero-worship, and the heroic in history / Thomas Carlyle ; edited by David R. Sorensen and Brent E. Kinser ; with essays by Sarah Atwood, Owen Dudley Edwards, Christopher Harvie, Brent E. Kinser, Terence James Reed, David R. Sorensen, Beverly T"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571198	"PR 4426            A 2   S 67   2013"
	"PR6106.A33 P36 2012"	"Panopticon : a novel / Jenni Fagan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571199	"PR 6106            A 33   P 36   2012"
	"TK5105.5828 .R47 2013"	"Research and development in e-business through service-oriented solutions / [edited by] Katalin Tarnay, Sandor Imre, Lai Xu. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571201	"TK 51055828        R 47   2013"
"  aa-ku---"	"PS3612.O562 S35 2013"	"Salmiya collection : stories of the life and times of modern Kuwait / Craig Loomis. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571202	"PS 3612            O 562   S 35   2013"
	"B3279.H49 N69 2013"	"Sounding/silence : Martin Heidegger at the limits of poetics / David Nowell Smith. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571203	"B 3279            H 49   N 69   2013"
"  an-us---aaz-----"	"E184.S69 S86 2013"	"Sun never sets : South Asian migrants in an age of U.S. power / edited by Vivek Bald, Miabi Chatterji, Sujani Reddy, and Manu Vimalassery ; afterword by Vijay Prashad. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571204	"E  184            S 69   S 86   2013"
"  an-us-ilan-us---"	"F548.52 .D95 2013"	"Third coast : when Chicago built the American dream / Thomas Dyja. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571205	"F  54852          D 95   2013"
"  an-us-nj"	"KF220 .C67 2013"	"Courting justice : ten New Jersey cases that shook the nation / Paul L. Tractenberg, editor ; foreword by Deborah T. Poritz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571209	"KF  220            C 67   2013"
	"PL248.E615 I3613 2013"	"Emperor tea garden / Nazl¿¿ Eray ; translated from the Turkish by Robert Finn. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571211	"PL  248            E 615   I 3613   2013"
"  af------"	"JZ1318 .N425 2013"	"Empire, global coloniality and African subjectivity / Sabelo J. Ndlovu-Gatsheni. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571212	"JZ 1318            N 425   2013"
	"PN49 .F559 2013"	"Finding a common thread : reading great texts from Homer to O'Connor / edited by Robert C. Roberts, Scott H. Moore, and Donald D. Schmeltekopf ; introduction by Robert C. Roberts. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571213	"PN   49            F 559   2013"
	"BQ349.B73 C43 2013"	"Forgotten friends : monks, marriages, and memories of northeast India / Indrani Chatterjee. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571214	"BQ  349            B 73   C 43   2013"
"  anp-----"	"E99.C53 M66 2013"	"In sun's likeness and power : Cheyenne accounts of shield and tipi heraldry / James Mooney ; transcribed and edited by Father Peter J. Powell, Ho'honaeve'ohtanehe, Stone Forehead. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571216	"E   99            C 53   M 66   2013"
"  an-us---"	"E169.Z83 C37 2013"	"Longest road : overland in search of America from Key West to the Arctic Ocean / Philip Caputo. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571217	"E  169            Z 83   C 37   2013"
	"NX180.M33 C83 2013"	"Manifold mirrors : the crossing paths of the arts and mathematics / Felipe Cucker, City University of Hong Kong. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571218	"NX  180            M 33   C 83   2013"
"  af-ua---"	"DT83 .R194 2013"	"Radiocarbon and the chronologies of ancient Egypt / edited by Andrew J. Shortland and C. Bronk Ramsey ; assistant editors, Michael Dee and Fiona Brock. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571220	"DT   83            R 194   2013"
	"PQ8098.12.O38 A2 2013"	"Unknown university / Roberto Bolan¿¿o ; translated by Laura Healy. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571224	"PQ 809812          O 38   A 2   2013"
	"B3317 .T86 2013"	"Agon in Nietzsche / Yunus Tuncel. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571235	"B 3317            T 86   2013"
	"LB1027.43 .L38 2013"	"Authentic learning experiences : a real-world approach to project-based learning / Dayna Laur. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571236	"LB 102743          L 38   2013"
"  anwcu---"	"HC152.5 .M464 2013"	"Cuba under Raul Castro : assessing the reforms / Carmelo Mesa-Lago, Jorge Pe¿¿rez-Lo¿¿pez. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571239	"HC  1525           M 464   2013"
