F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
	"QA186 .N36 2013"	"Sequence spaces and nonarchimedean analysis / Sudarsan Nanda. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691386	"QA  186            N 36   2013"
	"PR6101.N328 S73 2012"	"Static ; and, Blackout / Davey Anderson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691388	"PR 6101            N 328   S 73   2012"
	"BP52 .C43 2013"	"Why the west fears Islam : an exploration of Muslims in liberal democracies / Jocelyne Cesari. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691390	"BP   52            C 43   2013"
"  ae-uk---"	"HE8689.9.G7 H65 2013"	"Broadcasting and the NHS in the Thatcherite 1980s : the challenge to public service / Patricia Holland, with Hugh Chignell and Sherryl Wilson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691393	"HE 86899           G 7   H 65   2013"
"  an-us---"	"LC191.4 .C67 2013"	"Class rules : exposing inequality in American high schools / Peter W. Cookson Jr. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691397	"LC  1914           C 67   2013"
	"Q180.55.M4 F56 2014"	"Conducting research literature reviews : from the internet to paper / Arlene Fink, University of California at Los Angeles, the Langley Research Institute. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691398	"Q  18055          M 4   F 56   2014"
	"P301 .R54 2013"	"Contingency, immanence, and the subject of rhetoric / Timothy Richardson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691399	"P  301            R 54   2013"
"  ae-uk---"	"JN1129.L32 H65 2013"	"How labour governments fall : from Ramsay MacDonald to Gordon Brown / edited by Timothy Heppell and Kevin Theakston. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691400	"JN 1129            L 32   H 65   2013"
	"DR1443 .O88 2013"	"Italian Army in Slovenia : strategies of antipartisan repression, 1941-1943 / Amedeo Osti Guerrazzi ; translated by Elizabeth Burke and Anthony Majanlahti. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691402	"DR 1443            O 88   2013"
	"HA29 .C33 2014"	"Monte Carlo simulation and resampling : methods for social science / Thomas M. Carsey, University of North Carolina at Chapel Hill, Jeffrey J. Harden, University of Colorado Boulder. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691403	"HA   29            C 33   2014"
	"Q180.55.Q36 O39 2013"	"Quantitative research for the qualitative researcher / Laura M. O'Dwyer, James A. Bernauer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691404	"Q  18055          Q 36   O 39   2013"
"  an-us-ny"	"E99.I7 R525 2013"	"Rotinonshonni : a traditional Iroquoian history through the eyes of Teharonhia:wako and Sawiskera / Brian Rice. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691406	"E   99            I 7   R 525   2013"
"  an-us-mt"	"PS3554.O415 S84 2013"	"Sweet thunder / Ivan Doig. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691409	"PS 3554            O 415   S 84   2013"
"  aa-af---"	"PK6878.9.R34 A2 2013"	"Three / by Atiq Rahimi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691410	"PK 68789           R 34   A 2   2013"
"  an-us---"	"E451 .L38 2013"	"Tie that bound us : the women of John Brown's family and the legacy of radical abolitionism / Bonnie Laughlin-Schultz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691411	"E  451            L 38   2013"
"  an-us---"	"HV1441.8.U5 E45 2013"	"Unclenching our fists : abusive men on the journey to nonviolence / Sara Elinoff Acker ; photography by Peter Acker. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691412	"HV 14418           U 5   E 45   2013"
	"Q175 .T7578 2013"	"Way of science : finding truth and meaning in a scientific worldview / Dennis R. Trumble. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691414	"Q  175            T 7578   2013"
"  ae-uk---aa-ii---"	"UA668 .K398 2013"	"Army in British India : from colonial warfare to total war 1857-1947 / Kaushik Roy. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691415	"UA  668            K 398   2013"
	"QH671 .C453 2013"	"Cell survival and cell death : a subject collection from Cold Spring Harbor perspectives in biology / edited by Eric H. Baehrecke, University of Massachusetts, Douglas R. Green, St. Jude Children's Research Hospital, Sally Kornbluth, Duke University, Guy "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691416	"QH  671            C 453   2013"
"  an-us---"	"NA9347 .C66 2013"	"Commemoration in America : essays on monuments, memorialization, and memory / edited by David Gobel and Daves Rossell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691417	"NA 9347            C 66   2013"
"  ae-uk---"	"HC256 .W33 2013"	"Conservative Party economic policy : from heath in opposition to Cameron in coalition / Richard Wade. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691418	"HC  256            W 33   2013"
"  an-us---"	"JK468.I6 J7 2013"	"Constructing Cassandra : reframing intelligence failure at the CIA, 1947-2001 / Milo Jones and Philippe Silberzahn. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691419	"JK  468            I 6   J 7   2013"
	"DS121 .B59 2013"	"David remembered : kingship and national identity in ancient Israel / Joseph Blenkinsopp. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691420	"DS  121            B 59   2013"
"  aa-kn---"	"DS935.55 .K567 2013"	"Everyday life in the North Korean revolution, 1945-1950 / Suzy Kim. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691422	"DS  93555          K 567   2013"
	"ML3918.P67 M82 2013"	"Music and protest in 1968 / edited by Beate Kutschke and Barley Norton. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691425	"ML 3918            P 67   M 82   2013"
	"QA374 .T655 2013"	"Numerical solution of elliptic and parabolic partial differential equations / John A. Trangenstein. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691426	"QA  374            T 655   2013"
	"HM851 .D3355 2013"	"Political web : media, participation and alternative democracy / Peter Dahlgren, Lund University, Sweden "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691427	"HM  851            D 3355   2013"
	"HM1121 .R465 2013"	"Research methods in conflict settings : a view from below / edited by Dyan Mazurana, Karen Jacobsen, Lacey Andrews Gale. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691428	"HM 1121            R 465   2013"
"  an-us---"	"LB1139.4 .F35 2014"	"Teaching twos and threes : a comprehensive curriculum / Deborah Falasco. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691429	"LB 11394           F 35   2014"
	"U800 .B573 2013"	"War and technology / Jeremy Black. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691430	"U  800            B 573   2013"
	"PR2976 .B795 2013"	"What's the worst thing you can do to Shakespeare? / Richard Burt, Julian Yates. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691431	"PR 2976            B 795   2013"
"  an-us---"	"GV854.4 .S599 2013"	"American ski resort : architecture, style, experience / Margaret Supplee Smith. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691435	"GV  8544           S 599   2013"
	"PR9080 .L44 2013"	"Anglophone literatures in the Asian diaspora : literary transnationalism and translingual migrations / Karen An-hwei Lee. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691436	"PR 9080            L 44   2013"
	"P129 .E93 2013"	"Applied linguistics : towards a new integration? / Lars Sigfred Evensen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691437	"P  129            E 93   2013"
	"PR6063.U57 A88 2012"	"Astronaut's chair / Rona Munro. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691438	"PR 6063            U 57   A 88   2012"
"  an-us---"	"E185.86 .E437 2013"	"Cut dead but still alive : caring for African American young men / Gregory C. Ellison II. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691439	"E  18586          E 437   2013"
	"PA3118.D58 D58 2013"	"Dithyramb in context / edited by Barbara Kowalzig and Peter Wilson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691440	"PA 3118            D 58   D 58   2013"
	"P118 .J63 2013"	"Enculturation processes in primary language acquisition / Anna Dina L. Joaquin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691441	"P  118            J 63   2013"
"  an-us---"	"PS3613.C28 G66 2013"	"Good Lord Bird / James McBride. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691442	"PS 3613            C 28   G 66   2013"
"  af------"	"JZ6369 .H57 2013"	"History and practice of humanitarian intervention and aid in Africa / edited by Bronwen Everill, University of Warwick, UK, and Josiah Kaplan, University of Oxford, UK. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691443	"JZ 6369            H 57   2013"
	"P301.5.M49 B54 2013"	"Metonymy in language, thought and brain / Boguslaw Bierwiaczonek. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691445	"P  3015           M 49   B 54   2013"
"  ae-gx---"	"DS134.4 .L56 2013"	"One family's Shoah : victimization, resistance, survival in Nazi Europe / Herbert Lindenberger. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691448	"DS  1344           L 56   2013"
	"GE195 .L43 2013"	"Power of narrative in environmental networks / Raul Lejano, Mrill Ingram, and Helen Ingram. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691450	"GE  195            L 43   2013"
"  aa-qa---"	"DS247.Q35 K36 2013"	"Qatar : small state, big politics / Mehran Kamrava. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691451	"DS  247            Q 35   K 36   2013"
"  an-us---"	"E456 .R543 2013"	"Reconfiguring the Union : Civil War transformations / edited by Iwan W. Morgan and Philip John Davies. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691452	"E  456            R 543   2013"
	"PS3551.D65 S43 2012"	"Sea and fog / Etel Adnan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691453	"PS 3551            D 65   S 43   2012"
"  aa-io---"	"DS646.29.S8 P39 2013"	"Surabaya, 1945-2010 : neighbourhood, state and economy in Indonesia's city of struggle / Robbie Peters. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691454	"DS  64629          S 8   P 39   2013"
	"PS3602.A6345 T35 2013"	"Taking what I like : short stories / Linda Bamber. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691455	"PS 3602            A 6345   T 35   2013"
"  an-us-pa"	"PS3601.S26 Z46 2013"	"Buck : a memoir / MK Asante. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691458	"PS 3601            S 26   Z 46   2013"
	"BF637.B85 M2685 2013"	"Bullying no more : understanding and preventing bullying / Kimberly L. Mason, Ph.D., LPC, NCC. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691459	"BF  637            B 85   M 2685   2013"
	"BR121.3 .G73 2013"	"From Times Square to Timbuktu : the post-Christian West meets the non-western church / Wesley Granberg-Michaelson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691463	"BR  1213           G 73   2013"
"  ae-gx---af------an-us---"	"DD78.B55 G48 2013"	"Germany and the Black diaspora : points of contact, 1250-1914 / edited by Mischa Honeck, Martin Klimke, and Anne Kuhlmann. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691464	"DD   78            B 55   G 48   2013"
	"TL220 .G75 2013"	"Grid integration of electric vehicles in open electricity markets / [editor], Qiuwei Wu. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691465	"TL  220            G 75   2013"
"  af-nr---"	"DT515.45.I33 I424 2013"	"Igbo intellectual tradition : creative conflict in African and African diasporic thought / edited by Gloria Chuku. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691466	"DT  51545          I 33   I 424   2013"
	"TP184 .A4 2013"	"MATLAB numerical methods with chemical engineering applications / Kamal I.M. Al-Malah, Ph.D. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691469	"TP  184            A 4   2013"
	"PJ6106 .T44 2013"	"Oxford handbook of Arabic linguistics / [edited by] Jonathan Owens. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691472	"PJ 6106            T 44   2013"
	"PN3433.5 .P34 2013"	"Parabolas of science fiction / edited by Brian Attebery and Veronica Hollinger. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691473	"PN 34335           P 34   2013"
	"QD181.P1 P484 2013"	"Phosphorus, food, and our future / edited by Karl A. Wyant, Jessica R. Corman, Jim J. Elser. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691474	"QD  181            P 1   P 484   2013"
"  an-us-ca"	"LD759 .N57 1992"	"Teachers and scholars : a memoir of Berkeley in depression and war / Robert Nisbet. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691481	"LD  759            N 57   1992"
"  an-us---"	"PS2124 .M47 1997"	"Forma che include tutto : Henry James e la teoria del romanzo / Donata Meneghelli. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691508	"PS 2124            M 47   1997"
	"P96.A56 D54 2012"	"Digital anthropology / edited by Heather A. Horst and Daniel Miller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691547	"P   96            A 56   D 54   2012"
	"BS2860.J832 P34 2007"	"Reading Judas : the Gospel of Judas and the shaping of Christianity / Elaine Pagels and Karen L. King. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691826	"BS 2860            J 832   P 34   2007"
	"BC50 .S54 2010"	"Understanding arguments : an introduction to informal logic / Walter Sinnott-Armstrong, Robert J. Fogelin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691828	"BC   50            S 54   2010"
"  an-us---"		"American story : combined volume / Robert A. Divine ... [et al.]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691836	
	"PE1128 .G6534 2013"	"Grammar and beyond. 4 / John D. Bunting, Luciana Diniz ; with Randi Reppen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691840	"PE 1128            G 6534   2013"
		"Electronic communication : a systems approach / Jeffrey S. Beasely, Jonathan D. Hymer, Gary M. Miller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691841	
		"Reading medieval Latin / Keith Sidwell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691843	
"  an-usn--"	"F7 .L68 2007"	"Abraham in arms : war and gender in colonial New England / Ann M. Little. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691844	"F    7            L 68   2007"
"  ae-sp---"	"DP302.C69 E873 2013"	"Manicomio catala¿¿n : reflexiones de un barcelone¿¿s hastiado / Ramo¿¿n de Espan¿¿a. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691845	"DP  302            C 69   E 873   2013"
	"ML3534.6.G3 K73 2009"	"Krautrock : cosmic rock and its legacy / [edited by Nikolaos Kotsopoulos]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691848	"ML 35346           G 3   K 73   2009"
	"TA345 .A833 2013"	"Computing in civil engineering : proceedings of the 2013 ASCE International Workshop on Computing in Civil Engineering, June 23-25, 2013, Los Angeles, California / sponsored by Technical Council on Computing and Information Technology of the American Soci"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4691865	"TA  345            A 833   2013"
	"K3915 .D35 2010"	"Finders keepers? : how the law of capture shaped the world oil industry / Terence Daintith. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697841	"K 3915            D 35   2010"
	"PR6119.T79 N47 2013"	"Neptune's brood : a space opera / Charles Stross. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697842	"PR 6119            T 79   N 47   2013"
"  alnma---al------"	"HD9385.P83 M334 2009"	"Oceans of wine : Madeira and the emergence of American trade and taste / David Hancock. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697843	"HD 9385            P 83   M 334   2009"
	"HD9000.5 .A314 2013"	"Rebuilding the foodshed : how to create local, sustainable, and secure food systems / Philip Ackerman-Leist ; foreword by Deborah Madison. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697844	"HD 90005           A 314   2013"
	"PR3072 .S36 2013"	"Shakespeare and the body politic / edited by Bernard J. Dobski and Dustin Gish. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697845	"PR 3072            S 36   2013"
	"TX833.5 .T366 2010"	"Taste of home simple & delicious cookbook / [editor in chief, Catherine Cassidy]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697846	"TX  8335           T 366   2010"
"  ae-gr---"	"PS3623.I865 W44 2012"	"Week in the life of Corinth / Ben Witherington III. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697848	"PS 3623            I 865   W 44   2012"
	"PE1128.A2 L5334 2014"	"Describing and explaining grammar and vocabulary in ELT : key theories and effective practices / Dilin Liu. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697852	"PE 1128            A 2   L 5334   2014"
"  an-us---"	"LC2632 .E48 2013"	"Educating Asian Americans : achievement, schooling, and identities / edited by Russell Endo, University of Colorado, Xue Lan Rong, University of North Carolina, Chapel Hill. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697853	"LC 2632            E 48   2013"
	"LB1028.3 .K648 2013"	"Help your child learn with cell phones and web 2.0 / Liz Kolb. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697857	"LB 10283           K 648   2013"
	"HM786 .D54 2013"	"Hierarchy and organisation : toward a general theory of hierarchical social systems / Thomas Diefenbach. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697858	"HM  786            D 54   2013"
	"P118.2 .M86 2013"	"Multilingual turn : implications for SLA, TESOL and bilingual education / edited by Stephen May. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697862	"P  1182           M 86   2013"
"  as-bl---acc-----acl-----an-us---an------as------"	"HT1048 .N45 2013"	"Shaping the New World : African slavery in the Americas, 1500-1888 / Eric Nellis. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697866	"HT 1048            N 45   2013"
	"PR6039.O32 H6334 2013"	"Spiritual world of The hobbit / James Stuart Bell with Sam O'Neal. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697868	"PR 6039            O 32   H 6334   2013"
	"T14.5 .H356 2013"	"Technology and cultural tectonics : shifting values and meanings / F. Allan Hanson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697869	"T   145           H 356   2013"
"  an-us---"	"PS153.H56 S63 2013"	"Troubling nationhood in U.S. Latina literature : explorations of place and belonging / Maya Socolovsky. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697874	"PS  153            H 56   S 63   2013"
"  ae-uk---"	"LB1139.3.G7 B73 2013"	"Understanding early years inequality : policy, assessment and young children's identities / Alice Bradbury. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697875	"LB 11393           G 7   B 73   2013"
"  ae-ru---"	"T173.5.R9 G73 2013"	"Lonely ideas : can Russia compete? / Loren Graham. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697888	"T  1735           R 9   G 73   2013"
	"BF76 .M67 2014"	"Majoring in psych? : career options for psychology undergraduates / Betsy L. Morgan, University of Wisconsin-La Crosse, Ann J. Korschgen, University of Missouri. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697889	"BF   76            M 67   2014"
	"BF209.L9 H34 2013"	"Mystic chemist : the life of Albert Hofmann and his discovery of LSD / Dieter Hagenbach and Lucius Werthmuller ; foreword by Stanislav Grof. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697891	"BF  209            L 9   H 34   2013"
	"TR510 .C38 2013"	"Maxwell, Sutton, and the birth of color photography : a binocular study / Jordi Cat. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697955	"TR  510            C 38   2013"
	"TS1230 .C66 2012"	"Basic stationery / [text: Maureen Cooley]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697956	"TS 1230            C 66   2012"
	"TS171.6 D592 2013"	"Dixonary : illuminations, revelations and post-rationalizations from a chaotic mind / Tom Dixon ; [edited by Camilla Belton and Robert Violette]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697957	"TS  1716           D 592   2013"
	"TT690 .B76 2013"	"Knitwear design / Carol Brown. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697958	"TT  690            B 76   2013"
	"TR680 .K85 2013"	"Martin Kulinna : Kuba schwarzweiss : von Helden und Ha¿¿hnen = Black and white : fighting spirit = Blanco y negro : sobre heroes y gallinas / mit einem Text von Andre Meier ; Stiftung Photographie Schwarzweiss ; [U¿¿bersetzungen: Helen Ferguson, Elena Rub"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697961	"TR  680            K 85   2013"
	"TR655 .G94 2013"	"Gwenn Thomas / [texts by David Levi Strauss ... [et al.]]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697964	"TR  655            G 94   2013"
	"Oversize QK494 .D43 2011"	"Conifers around the world : conifers of the temperate zones and adjacent regions / Zsolt Debreczy, Istva¿¿n Ra¿¿cz ; edited by Kathy Musial. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697968	"QK  494            D 43   2011"
	"Oversize TR680 .C564 2013"	"Clegg & Guttmann : modalities of portraiture / [Herausgeber, Markus Bosshard, Ju¿¿rg Tro¿¿sch, Tobia Bezzola ; Autoren, Tobia Bezzola ; U¿¿bersetzung, Max Kellermu¿¿ller]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697969	"TR  680            C 564   2013"
	"Oversize TR655 .O94 2012"	"Own / [Erwin Olaf]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697971	"TR  655            O 94   2012"
	"Oversize TG149 .D423 2013"	"Trutg dil Flem : sieben bru¿¿cken von Ju¿¿rg Conzett = Trutg dil Flem : seven bridges by Ju¿¿rg Conzett / Wilfried Dechau. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697973	"TG  149            D 423   2013"
	"PT2621.A23 A6 2009"	"Ka¿¿stner im Schnee : Geschichten, Gedichte, Briefe / von Erich Ka¿¿stner ; Herausgegeben von Sylvia List. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698265	"PT 2621            A 23   A 6   2009"
"  ae-it---"	"PQ4817.O9 Z6115 2013"	"Linea poetica piemontese-ligure : Gozzano, Vallini, Sbarbaro, Montale / Eleonora Cardinale. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698266	"PQ 4817            O 9   Z 6115   2013"
	"PQ4113 .P4926 2013"	"Strutture dell'anti-poesia : saggi su Sanguineti, Pasolini, Montale, Arbasino, Villa / Antonio Pietropaoli. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698269	"PQ 4113            P 4926   2013"
	"PQ4037 .A657 2013"	"Narrare storia e storie : narrare il mondo / Gian Mario Anselmi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698270	"PQ 4037            A 657   2013"
	"PQ4841.C482 Z846 2013"	"Svevo / Gino Tellini. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698271	"PQ 4841            C 482   Z 846   2013"
	"PQ4839.E25 Z734 2013"	"Incontri con Clemente Rebora : la poesia scoperta nei luoghi che le hanno dato vita / Gianfranco Lauretano. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698272	"PQ 4839            E 25   Z 734   2013"
"  ae-it---"	"PQ4432.M56 G35 2013"	"Metafisica e cosmologia in Dante : il tema della rovina angelica / Marco Gallarino. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698274	"PQ 4432            M 56   G 35   2013"
	"PQ4627.L5 M334 2013"	"Eroicomico ""fiorentino"" di Lorenzo Lippi / Lucia Di Santo. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698276	"PQ 4627            L 5   M 334   2013"
"  ae-it---"	"PQ5925.V5 S37 2013"	"Scrittori vicentini e la lingua italiana / a cura di Antonio Daniele. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698277	"PQ 5925            V 5   S 37   2013"
	"PQ4872.E8 Z594 2012"	"Altri simulacri : automi, vampiri e mostri della storia nei racconti di Primo Levi / Angela Di Fazio. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698279	"PQ 4872            E 8   Z 594   2012"
	"HD61 .A418 2009"	"Risk : an introduction : the concepts of risk, danger and chance / Ben Ale. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698283	"HD   61            A 418   2009"
	"HM585 .M3456 2013"	"Sociology Project : Introducing the Sociological Imagination / From the New York University Department of Sociology ; Jeff Manza [and nineteen others]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698284	"HM  585            M 3456   2013"
"  an-us---"	"N6512 .S57 2013"	"She's got what it takes : American women artists in dialogue : Jennifer Bartlett, Louise Fishman, Jane Freilicher, Joyce Kozloff, Elaine Reichek, Joan Snyder, Pat Steir, Ursula von Rydinsvard, Betty Woodman / Deanna Sirlin. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698290	"N 6512            S 57   2013"
	"PN6728.B376 T63 2012"	"Battle of Fitchburg / Paul Tobin ... [et al.] ; cover, Steve Morris ; editors, Scott Allie and Daniel Cahbon ; assistant editor, Shantel Laorcque ; designer, David Nestelle ; publisher, Mike Richardson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698294	"PN 6728            B 376   T 63   2012"
"  aa-tu---"	"PL248.Y735 G6513 2013"	"Skyscraper / Tahsi¿¿n Yu¿¿cel ; translated by Ender Gu¿¿rol. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698296	"PL  248            Y 735   G 6513   2013"
"  ae-no---"	"ND773.N39 A4 2013"	"Crime and refuge / Odd Nerdrum ; written by Hanne Nabintu Herland, Gregory David Roberts. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698297	"ND  773            N 39   A 4   2013"
"  an-us---"	"NK5198.T5 D67 2013"	"Art glass of Louis Comfort Tiffany / Paul E. Doros ; foreword by Alice Cooney Frelinghuysen ; photographs by David Schlegel. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700384	"NK 5198            T 5   D 67   2013"
"  an-us-wv"	"LD5923 .L49 2013"	"Aspiring to greatness : West Virginia University since World War II / Ronald L. Lewis ; foreword by Charles M. Vest. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700385	"LD 5923            L 49   2013"
	"BJ1521 .R58 2013"	"Emotions in the moral life / Robert C. Roberts. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700388	"BJ 1521            R 58   2013"
