Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Third coast : when Chicago built the American dream / Thomas Dyja. "	n	North America	us	United States	il	Illinois	40.0133	-89.3067	F	5	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571205
"Courting justice : ten New Jersey cases that shook the nation / Paul L. Tractenberg, editor ; foreword by Deborah T. Poritz. "	n	North America	us	United States	nj	New Jersey	40.07	-74.5583	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571209
"Empire, global coloniality and African subjectivity / Sabelo J. Ndlovu-Gatsheni. "	f	Africa	--		--		2.378	16.063	J	Z	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571212
"In sun's likeness and power : Cheyenne accounts of shield and tipi heraldry / James Mooney ; transcribed and edited by Father Peter J. Powell, Ho'honaeve'ohtanehe, Stone Forehead. "	n	North America	--		--		48.1667	-100.1667	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571216
"Longest road : overland in search of America from Key West to the Arctic Ocean / Philip Caputo. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571217
"Radiocarbon and the chronologies of ancient Egypt / edited by Andrew J. Shortland and C. Bronk Ramsey ; assistant editors, Michael Dee and Fiona Brock. "	f	Africa	ua	Egypt	--		27	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571220
"Cuba under Raul Castro : assessing the reforms / Carmelo Mesa-Lago, Jorge Pe¿¿rez-Lo¿¿pez. "	n	North America	cu		--		48.1667	-100.1667	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571239
"Education and the law / by Stuart Biegel. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571241
"Later prehistory of the Badia excavations and surveys in eastern Jordan / A.V.G. Betts and D. Cropper, L. Martin and C. McCartney ; with contributions by L. Cooke, A. Garrard, W. and F. Lancaster, F. Matsaert, H. Pessin, D. Reese and G. Willcox. "	a	Asia	jo	Jordan	--		31	36	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571244
"Near Eastern tribal societies during the nineteenth century : economy, society and politics between tent and town / Eveline van der Steen. "	a	Asia	--		--		43.6728	87.3253	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571246
"Social networks and public support for the European Union / Elizabeth Radziszewski. "	e	Europe	--		--		48.7333	18.9333	H	M	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571252
"Studied ignorance : how curricular censorship and textbook selection are dumbing down American education / Herbert N. Foerstel ; foreword by Larry Cohen. "	n	North America	us	United States	--		38	-97	L	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571254
"Aristocratic vice : the attack on duelling, suicide, adultery, and gambling in eighteenth-century England / Donna T. Andrew. "	e	Europe	uk	Great Britain	--		54	-2	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571258
"Colonial collecting and display : encounters with material culture from the Andaman and Nicobar islands / Claire Wintle. "	a	Asia	ii	India	--		20	77	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571261
"Social studies for the preschool/primary child / Carol Seefeldt, professor emeritus, late of the Institute for Child Study, University of Maryland, College Park, Sharon Castle, George Mason University, Renee C. Falconer, George Mason University. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571265
"Cinema of Takeshi Kitano : flowering blood / Sean Redmond. "	a	Asia	ja	Japan	--		36	138	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571283
"Gesammelte Briefe / Walter Benjamin ; herausgegeben von Christoph Go¿¿dde und Henri Lonitz. "	e	Europe	gx	Germany	--		51	9	P	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4571323
"Texas Ranger biographies : those who served 1910-1921 / Charles H. Harris III, Frances E. Harris, and Louis R. Sadler. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	F	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591607
"Christian century and the rise of the Protestant mainline / Elesha J. Coffman. "	n	North America	us	United States	--		38	-97	B	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591612
"Quattro etti d'amore, grazie : romanzo / Chiara Gamberale. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591632
"Svevo e Ze¿¿no : tagli e varianti d'autore per l'edizione francese della Coscienza / Beatrice Stasi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591636
"Mondo sottosopra"" : Spartaco e altre reticenze manzoniane / Duccio Tongiorgi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591637
"Dante e il suo futuro / Piero Boitani. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591638
"Dante e l'Oriente : le fonti islamiche nella storiografia novecentesca / Andrea Celli. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591639
"Figli dello stesso padre : romanzo / di Romana Petri. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591642
"Teresa la ladra / Dacia Maraini. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591644
"Grande Lando / Gianluca Morozzi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591646
"Governing Texas : an introduction to Texas politics / Anthony Champagne, University of Texas at Dallas; Edward J. Harpham, University of Texas at Dallas. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4591727
"Kunst, Ku¿¿nstler, Konzept und Kontext : intermediale und andersartige Bezugnahmen auf Visuell-Ku¿¿nstlerisches in der Lyrik Mayro¿¿ckers, Klings, Gru¿¿nbeins und Draesners / Noel Reumkens. "	e	Europe	gx	Germany	--		51	9	P	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4592445
"Two years before the paddlewheel : Charles F. Gunther, Mississippi River Confederate / edited by Bruce S. Allardice and Wayne L. Wolf. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602690
"Principe di Niccolo¿¿ Machiavelli e il suo tempo : 1513-2013. "	e	Europe	it	Italy	--		42.8333	12.8333	J	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602691
"Passage to the world : the emigrant experience, 1807-1940 / Kevin Brown. "	e	Europe	--		--		48.7333	18.9333	J	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602692
"Historical dictionary of the Crusades / Corliss K. Slack. "	e	Europe	--		--		48.7333	18.9333	D	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602693
"Lands never trodden : the Franciscans and the California missions / John J. O'Hagan. "	n	North America	us	United States	ca	California	34.815	-92.3017	F	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602699
"You look different in real life / Jennifer Castle. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	Z	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602700
"Man from Mars : Ray Palmer's amazing pulp journey / Fred Nadis. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602702
"Conscience and its enemies : confronting the dogmas of liberal secularism / Robert P George. "	n	North America	us	United States	--		38	-97	B	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602704
"Alla peggio andro¿¿ in biblioteca : i libri ritrovati di Italo Svevo / Simone Volpato, Riccardo Cepach ; a cura di Massimo Gatta ; prefazione di Mario Sechi ; postfazione di Piero Innocenti. "	e	Europe	it	Italy	--		42.8333	12.8333	Z	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602708
"Lingua delle citta¿¿ : raccolta di studi / a cura di Annalisa Nesi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602714
"Edipo dopo Amleto / Valter Boggione. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4602718
"Prima di Manzoni : autore e lettore nel romanzo del Settecento / Daniela Mangione. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4603374
"Narrazioni contese : vent'anni di scritture italiane della migrazione / Chiara Mengozzi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4603376
"Eugenio Montale critico letterario / Valentina Marchesi. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4603378
"Giovanni Verga : la rivoluzione regressiva / Lorenzo Tinti. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4603385
"Oscura foresta : simboli del fantastico in Landolfi / Franco Zangrilli. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4603388
"Lake on the mountain : a Dan Sharp mystery / Jeffrey Round. "	n	North America	cn	Canada	pi		60	-95	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4615408
"China in the 21st century : what everyone needs to know / Jeffrey N. Wasserstrom ; with contributions by Maura Elizabeth Cunningham. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4615447
"Death, life, and religious change in Scottish towns, c. 1350-1560 / Mairi Cowan. "	e	Europe	uk	Great Britain	st		54	-2	B	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4615464
"Cultural exchange : Jews, Christians, and art in the medieval marketplace / Joseph Shatzmiller. "	e	Europe	--		--		48.7333	18.9333	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625701
"Gardens for a beautiful America 1895-1935 : photographs by Frances Benjamin Johnston / Sam Watters ; preface by C. Ford Peatross. "	n	North America	us	United States	--		38	-97	S	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625708
"Islamic reform in South Asia / edited by Filippo Osella, Caroline Osella. "	a	Asia	--		--		43.6728	87.3253	B	P	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625709
"Mechanical smile : modernism and the first fashion shows in France and America, 1900-1929 / Caroline Evans. "	e	Europe	fr	France	--		46	2	T	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625712
"Border is burning / Ito Romo. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625720
"Designing critical literacy education through critical discourse analysis : pedagogical and research tools for teacher researchers / Rebecca Rogers, Melissa Mosley Wetzel. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625724
"Israel's security networks : a theoretical and comparative perspective / Gabriel Sheffer, the Hebrew University of Jerusalem, Oren Barak, the Hebrew University of Jerusalem. "	a	Asia	is	Israel	--		31.5	34.75	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625729
"Routeing democracy in the Himalayas : experiments and experiences / editors, Vibha Arora, N. Jayaram. "	a	Asia	--		--		43.6728	87.3253	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625735
"Battle of Fisher's Hill : breaking the Shenandoah Valley's Gibraltar / Jonathan A. Noyalas. "	n	North America	us	United States	va	Virginia	37.4883	-78.5633	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625739
"Having it all in the Belle Epoque : how French women's magazines invented the modern woman / Rachel Mesch. "	e	Europe	fr	France	--		46	2	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625744
"Huns, Rome and the birth of Europe / Hyun Jin Kim. "	a	Asia	--		--		43.6728	87.3253	D	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625746
"Mississauga portraits : Ojibwe voices from nineteenth-century Canada / Donald B. Smith. "	n	North America	cn	Canada	on		60	-95	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625751
"Spain : what everyone needs to know / William Chislett. "	e	Europe	sp	Spain	--		40	-4	D	P	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625758
"Surfing Newport beach : the glory days of Corona del Mar / Claudine E. Burnett & Paul Burnett. "	n	North America	us	United States	ca	California	34.815	-92.3017	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625760
"Black garden : Armenia and Azerbaijan through peace and war / Thomas de Waal. "	a	Asia	ai	Armenia	--		40	45	D	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625765
"Burning the little candle : an anthology of writing from the faculty & staff of American River College's creative writing program / introduction by Anthony Swofford ; Lois Ann Abraham, Aaron Bradford, Christian Kiefer, Shane Lipscomb, John Bell, Traci Gou"	n	North America	us	United States	ca	California	34.815	-92.3017	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625766
"Cotton and conquest : how the plantation system acquired Texas / Roger G. Kennedy. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	F	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625767
"Debating Orientalism / edited by Ziad Elmarsafy, Reader, Department of English and Related Literature, University of York, UK, Anna Bernard, Lecturer, Department of English and Comparative Literature, King's College London, UK and David Attwell, Professor"	a	Asia	--		--		43.6728	87.3253	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625768
"Landscapes of 9/11 : a photographer's journey / photographs by Jonathan Hyman ; edited by Edward T. Linenthal, Jonathan Hyman, and Christiane Gruber. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625773
"State of race / edited by Nisha Kapoor, Virinder Kalra and James Rhodes. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625781
"Understanding Turkey's Kurdish question / edited by Fevzi Bilgin and Ali Sar¿¿han. "	a	Asia	tu	Turkey	--		39	35	D	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625783
"Why public higher education should be free : how to decrease costs and increase quality at American universities / Robert Samuels. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625786
"Geographical encyclopedia of the Holocaust in Hungary / Randolph L. Braham, editor. "	e	Europe	hu	Hungary	--		47	20	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625787
"Mexico's left : the paradox of the PRD / Dag Mossige. "	n	North America	mx	Mexico	--		23	-102	J	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625790
"Thieves of Book Row : New York's Most Notorious Rare Book Ring and the Man Who Stopped It / Travis McDade. "	n	North America	us	United States	ny	New York	42.965	-76.0167	Z	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625805
"Trust your eyes : a thriller / Linwood Barclay. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625806
"Violet hour : a novel / Katherine Hill. "	n	North America	us	United States	ca	California	34.815	-92.3017	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625807
"Assessing evidence in a postmodern world / edited by Bonnie Brennen. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625809
"Illusion of net neutrality : political alarmism, regulatory creep, and the real threat to Internet freedom / Bob Zelnick & Eva Zelnick. "	n	North America	us	United States	--		38	-97	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625819
"Names are thicker than blood : kinship and ownership amongst the Iatmul / by Andrew Moutu. "	a	Asia	pp	Papua New Guinea	--		-6	147	D	U	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625822
"Sacred groves and local gods : religion and environmentalism in south India / Eliza F. Kent. "	a	Asia	ii	India	--		20	77	B	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625827
"Skies belong to us : love and terror in the golden age of hijacking / Brendan I. Koerner. "	n	North America	us	United States	--		38	-97	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625828
"Tropical whites : the rise of the tourist south in the Americas / Catherine Cocks. "	w	North America	--	United States	--		38	-97	G	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625831
"Landscape designs of Doyle Herman Design Associates / foreword by Mark Ferguson ; [author, James Doyle ; other authors/contributors, Kathryn Herman ; edited by Mandy Herbet]. "	n	North America	us	United States	--		38	-97	S	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671426
"Polar meteorology and glaciology. "	r	North America	--	United States	--		38	-97	Q	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671431
"Disquiet / Amani Willett. "	f	Africa	--		--		2.378	16.063	T	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4673264
"Interim report on the second triennial review of the National Nanotechnology Initiative / Committee on Triennial Review of the National Nanotechnology Initiative, Phase II, National Materials and Manufacturing Board, Division on Engineering and Physical S"	n	North America	us	United States	--		38	-97	T	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4673265
"Renaissance retrospections : Tudor views of the Middle Ages / edited by Sarah A. Kelen. "	e	Europe	uk	Great Britain	en		54	-2	C	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4674243
"Malory and Christianity : essays on Sir Thomas Malory's Morte Darthur / edited by D. Thomas Hanks, Jr., and Janet Jesmok. "	e	Europe	uk	Great Britain	en		54	-2	C	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4674247
"Jews at Williams : inclusion, exclusion, and class at a New England liberal arts college / Benjamin Aldes Wurgaft. "	n	North America	us	United States	--		38	-97	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4678196
"Reinforced and prestressed concrete : analysis and design with emphasis on application of AS3600-2009 / Yew-Chaye Loo, Sanaul Huq Chowdhury. "	u	Australasia	at	Australia	--		-27	133	T	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4678202
"Ensuring language capability in the intelligence community : what factors affect the best mix of military, civilians, and contractors? / Beth J. Asch, John D. Windler ; prepared for the Office of the Director of National Intelligence. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4678432
"Foundations of library and information science / Richard E. Rubin. "	n	North America	us	United States	--		38	-97	Z	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686169
"Changes in the land : Indians, colonists, and the ecology of New England / William Cronon ; [with a foreword by John Demos and an afterword by the author]. "	n	North America	us	United States	--		38	-97	G	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686170
"Matter of principle / Conrad Black. "	n	North America	cn	Canada	--		60	-95	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686171
"Open veins of Latin America : five centuries of the pillage of a continent / Eduardo Galeano ; translated by Cedric Belfrage. "	c	North America	--	Canada	--		60	-95	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686172
"Globalisation of poverty : impacts of IMF and World Bank reforms / Michel Chossudovsky. "	d	North America	--	Canada	--		60	-95	H	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686184
"Kill for peace : American artists against the Vietnam War / Matthew Israel. "	n	North America	us	United States	--		38	-97	N	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686238
"Mythologizing Black women : unveiling white men's racist and sexist deep frame / Brittany C. Slatton. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686240
"African diaspora : slavery, modernity, and globalization / Toyin Falola. "	f	Africa	--		--		2.378	16.063	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686245
"American colony on the Rio Pongo : the War of 1812, the slave trade, and the proposed settlement of African Americans, 1810-1830 / Bruce L. Mouser. "	f	Africa	gv	Guinea	--		11	-10	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686246
"Debating single-sex education : separate and equal? / edited by Frances R. Spielhagen. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686250
"Marrow of tragedy : the health crisis of the American Civil War / Margaret Humphreys. "	n	North America	us	United States	--		38	-97	E	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686255
"New Hampshire and the Revolutionary War / Bruce D. Heald, PhD. "	n	North America	us	United States	nh	New Hampshire	43.6417	-71.5717	E	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686257
"Outline of the new African movement in South Africa / Ntongela Masilela. "	f	Africa	sa	South Africa	--		-29	24	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686258
"15 sports myths and why they're wrong / Rodney Fort and Jason Winfree. "	n	North America	us	United States	--		38	-97	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686267
"Democratic transition of post-communist Europe : in the shadow of communist differences and uneven EUropeanisation / Milenko Petrovic. "	e	Europe	--		--		48.7333	18.9333	J	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686271
"Experiments in modern realism : world making, politics and the everyday in postwar European and American art / Alex Potts. "	e	Europe	--		--		48.7333	18.9333	N	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686273
"Imprint of another life : adoption narratives and human possibility / Margaret Homans. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686278
"Misrepresented minority : new insights on Asian Americans and Pacific Islanders, and the implications for higher education / edited by Samuel D. Museus, Dina C. Maramba, and Robert T. Teranishi. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686279
"Eurasian : mixed identities in the United States, China, and Hong Kong, 1842-1943 / Emma Jinhua Teng. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686297
"Florida in the Great Depression : desperation and defiance / Nick Wynne & Joseph Knetsch. "	n	North America	us	United States	fl	Florida	28.1333	-81.6317	F	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686299
"Hidden Chicano cinema : film dramas in the borderlands / A. Gabriel Mele¿¿ndez. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686302
"Kindred by choice : Germans and American Indians since 1800 / H. Glenn Penny. "	n	North America	us	United States	--		38	-97	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686305
"All the land to hold us / Rick Bass. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686313
"Baja California missions : in the footsteps of the Padres / text by David Burckhalter ; photographs by David Burckhalter and Mina Sedgwick ; foreword by Bernard L. Fontana. "	n	North America	mx	Mexico	--		23	-102	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686315
"Building ideas : an architectural guide to the University of Chicago / by Jay Pridmore ; photographs by Tom Rossiter ; foreword by Robert J. Zimmer. "	n	North America	us	United States	il	Illinois	40.0133	-89.3067	L	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686316
"Consensus : education reform is possible / William Hayes. "	n	North America	us	United States	--		38	-97	L	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686317
"From sorrow's well : the poetry of Hayden Carruth / Shaun T. Griffin, editor. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686318
"Politics in Mexico : democratic consolidation or decline? / Roderic Ai Camp, Claremont-McKenna College. "	n	North America	mx	Mexico	--		23	-102	J	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686326
"Sensuous in the Counter-Reformation church / edited by Marcia B. Hall, Tracy E. Cooper. "	e	Europe	--		--		48.7333	18.9333	N	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686328
"Tradition and influence in Anglo-Saxon literature : an evolutionary, cognitivist approach / Michael D.C. Drout. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686330
"War, identity and the liberal state : everyday experiences of the geopolitical in the Armed Forces / Victoria M. Basham. "	e	Europe	uk	Great Britain	--		54	-2	U	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686331
"Ancient Near East : the basics / Daniel C. Snell. "	a	Asia	--		--		43.6728	87.3253	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686332
"Charlotte Motor Speedway history : from granite to gold / Deb Williams. "	n	North America	us	United States	nc	North Carolina	47.4117	-100.5683	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686333
"Deer Isle's undefeated America's Cup crews : humble heroes from a downeast island / Mark J. Gabrielson. "	n	North America	us	United States	--		38	-97	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686334
"Pink sari revolution : a tale of women and power in India / Amana Fontanella-Khan. "	a	Asia	ii	India	--		20	77	H	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686342
"Sound of things falling / Juan Gabriel Va¿¿squez ; translated from the Spanish by Anne McLean. "	s	South America	ck	Colombia	--	 	4	-72	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686347
"Scheherazade's feasts : foods of the medieval Arab world / Habeeb Salloum, Muna Salloum, Leila Salloum Elias. "	m	South America	--	Colombia	--	 	4	-72	T	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686366
"Soviet mass festivals, 1917-1991 / Malte Rolf ; translated by Cynthia Klohr. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	G	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686368
"Bishop's Palace at Salisbury : a concise history of the former palace of the bishops of Salisbury / Peter L. Smith ; many new photographs by Roy Bexon. "	e	Europe	uk	Great Britain	en		54	-2	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625848
"Prague English studies and the transformation of philologies / edited by Martin Procha¿¿zka and Ondr¿¿ej Pilny¿¿. "	e	Europe	xr	Czech Republic	--		49.75	15.5	P	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625854
