Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Professional doctorate : a practical guide / John Fulton, Judith Kuit, Gail Sanders, Peter Smith. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699127
"Contesting identities : the Mijikenda and their neighbors in Kenyan coastal society / Rebecca Gearhart and Linda Giles, editors. "	f	Africa	ke	Kenya	--		1	38	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699130
"Encounters in avalanche country : a history of survival in the Mountain West, 1820-1920 / Diana L. Di Stefano. "	n	North America	us	United States	--		38	-97	F	5	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699133
"European Union civil society policy and Turkey : a bridge too far? / Ozge Zihnioglu. "	e	Europe	--		--		48.7333	18.9333	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699136
"Expanding the strike zone : baseball in the age of free agency / Daniel A. Gilbert. "	n	North America	us	United States	--		38	-97	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699138
"Historical dictionary of the Bengalis / Kunal Chakrabarti and Shubhra Chakrabarti. "	a	Asia	bg	Bangladesh	--		24	90	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699140
"Idealist : Jeffrey Sachs and the quest to end poverty / Nina Munk. "	f	Africa	--		--		2.378	16.063	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699141
"Igbo / Herbert M. Cole. "	f	Africa	nr	Nigeria	--		10	8	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699142
"Monetary policy and the economy in South Africa / Mthuli Ncube, African Development Bank Group, South Africa, and Eliphas Ndou, Reserve Bank of South Africa, South Africa. "	f	Africa	sa	South Africa	--		-29	24	H	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699146
"Nationalism and multiple modernities : Europe and beyond / Atsuko Ichijo. "	e	Europe	--		--		48.7333	18.9333	H	M	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699147
"Pure gold baby / Margaret Drabble. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699152
"Race, community, and urban schools : partnering with African American families / Stuart Greene ; foreword by Patricia A. Edwards. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699153
"Creolization of American culture : William Sidney Mount and the roots of blackface minstrelsy / Christopher J. Smith. "	n	North America	us	United States	--		38	-97	M	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699167
"Eager eagles : the US Eighth Air Force in Europe, 1941-1943 / Martin W. Bowman. "	n	North America	us	United States	--		38	-97	D	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699168
"Gods left first : the captivity and repatriation of Japanese POWs in northeast Asia, 1945-56 / Andrew E. Barshay. "	a	Asia	ja	Japan	--		36	138	D	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699173
"Good funeral : death, grief, and the community of care / Thomas G. Long, Thomas Lynch. "	n	North America	us	United States	--		38	-97	G	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699174
"Race frameworks : a multidimensional theory of racism and education / Zeus Leonardo. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699185
"Between friends / Amos Oz ; Translated from the Hebrew by Sondra Silverston. "	a	Asia	is	Israel	--		31.5	34.75	P	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699191
"Claiming tribal identity : the Five tribes and the politics of federal acknowledgment / Mark Edwin Miller. "	n	North America	us	United States	ok	Oklahoma	35.5367	-97.66	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699194
"Command and control : nuclear weapons, the Damascus Accident, and the illusion of safety / Eric Schlosser. "	n	North America	us	United States	--		38	-97	U	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699195
"Countrymen / Bo Lidegaard ; translated from the Danish by Robert Mass. "	e	Europe	dk	Denmark	--		56	10	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699197
"Days of the rainbow / Antonio Ska¿¿rmeta ; translated from the Spanish by Mery Botbol. "	s	South America	cl	Chile	--	 	-30	-71	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699198
"Fountain of St. James Court, or, Portrait of the artist as an old woman / Sena Jeter Naslund. "	e	Europe	fr	France	--		46	2	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699206
"More than a likeness : the enduring art of Mary Whyte / text by Martha R. Severens. "	n	North America	us	United States	--		38	-97	N	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699211
"Power of protocols : an educator's guide to better practice / Joseph P. McDonald, Nancy Mohr, Alan Dichter, Elizabeth C. McDonald. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699216
"Revolutionary medicine : the Founding Fathers and mothers in sickness and in health / Jeanne E. Abrams. "	n	North America	us	United States	--		38	-97	E	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699219
"Right to stay home : how US policy drives Mexican migration / David Bacon. "	n	North America	mx	Mexico	--		23	-102	J	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699221
"Conservative internationalism : armed diplomacy under Jefferson, Polk, Truman, and Reagan / Henry R. Nau. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699224
"Contemporary Spanish-American novel : Bolan¿¿o and after / edited by Will H. Corral, Juan E. De Castro, Nicholas Birns. "	c	North America	--	United States	--		38	-97	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699226
"Heaven is a playground / Rick Telander. "	n	North America	us	United States	ny	New York	42.965	-76.0167	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699229
"Locke's metaphysics / Matthew Stuart. "	e	Europe	uk	Great Britain	--		54	-2	B	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699237
"Memory and theory in eastern Europe / edited by Uilleam Blacker, Alexander Etkind, and Julie Fedor. "	e	Europe	--		--		48.7333	18.9333	D	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699240
"New worlds for all : Indians, Europeans, and the remaking of early America / Colin G. Calloway. "	n	North America	--		--		48.1667	-100.1667	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699241
"Rediscovering Saint Patrick / Marcus Losack. "	e	Europe	ie	Ireland	--		53	-8	B	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699245
"Documented, undocumented, and something else : the incorporation of children of Brazilian immigrants / Kara B. Cebulko. "	n	North America	us	United States	ma	Massachusetts	42.34	-72.0317	F	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699250
"Image and myth : a history of pictorial narration in Greek art / Luca Giuliani ; translated by Joseph O'Donnell. "	e	Europe	gr	Greece	--		39	22	N	5	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699255
"Internal enemy : slavery and war in Virginia, 1772-1832 / Alan Taylor. "	n	North America	us	United States	va	Virginia	37.4883	-78.5633	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699256
"November 22, 1963 : reflections on the life, assassination, and legacy of John F. Kennedy / [compiled by] Dean R. Owen ; foreword by White House Correspondent Helen Thomas. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699260
"Oxford handbook of African archaeology / edited by Peter Mitchell and Paul Lane. "	f	Africa	--		--		2.378	16.063	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699261
"Questions of travel : a novel / Michelle de Kretser. "	u	Australasia	at	Australia	--		-27	133	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699262
"Atlantische Fahrt : ""Rio--Residenz des Weltgeistes"" / Ernst Ju¿¿nger ; herausgegeben und mit einem Nachwort von Detlev Scho¿¿ttker. "	s	South America	bl	Brazil	--	 	-10	-55	P	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699300
"Household gods / Judith Tarr & Harry Turtledove. "	e	Europe	--		--		48.7333	18.9333	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699488
"Of elephants & roses : French natural history, 1790-1830 / Sue Ann Prince, editor. "	e	Europe	fr	France	--		46	2	Q	H	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699535
"Letters (1595-1608) of Rowland Whyte / edited by Michael G. Brennan, Noel J. Kinnamon, and Margaret P. Hannay. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699550
"Alan Turing : the enigma / Andrew Hodges ; with a foreword by Douglas Hofstadter and a new preface by the author. "	e	Europe	uk	Great Britain	--		54	-2			https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699592
"Technomobility in China : young migrant women and mobile phones / Cara Wallis. "	a	Asia	cc	China	--		35	105	H	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699597
"Great instauration : science, medicine, and reform, 1626-1660 / Charles Webster. "	e	Europe	uk	Great Britain	--		54	-2	Q	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699687
"Predictive policing : the role of crime forecasting in law enforcement operations / Walter L. Perry, Brian McInnis, Carter C. Price, Susan C. Smith, John S. Hollywood ; supported by the National Institute of Justice. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699727
"New approaches to defense inflation and discounting / Kathryn Connor, James Dryden ; prepared for the Office of the Secretary of Defense. "	n	North America	us	United States	--		38	-97	U	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699729
"Preparing for the possibility of a North Korean collapse / Bruce W. Bennett ; prepared for the Smith Richardson Foundation. "	a	Asia	kn	Korea (North)	--		40	127	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699730
"Oxford handbook of the European Bronze Age / edited by Harry Fokkens and Anthony Harding. "	e	Europe	--		--		48.7333	18.9333	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700213
"Settling in a changing world : villa development in the northern provinces of the Roman Empire / Diederick Habermehl. "	e	Europe	--		--		48.7333	18.9333	D	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700220
"Shipowners of Cardiff : a class by themselves : a history of the Cardiff and Bristol Channel Incorproated Shipowners' Association / David Jenkins. "	e	Europe	uk	Great Britain	wl		54	-2	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700225
"Forgotten empire : the world of ancient Persia / edited by John Curtis and Nigel Tallis ; with contributions by Be¿¿atrice Andre¿¿-Salvini .. . [et al.]. "	a	Asia	ir	Iran	--		32	53	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700260
"Assessing historical thinking and understanding : innovative designs for new standards / Bruce A. VanSledright. "	n	North America	us	United States	--		38	-97	D	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700280
"Bare-toed vaquero : life in Baja California's desert mountains / Peter J. Marchand. "	n	North America	mx	Mexico	--		23	-102	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700281
"Biology of useful plants and microbes / editor, Arnab Sen. "	a	Asia	ii	India	--		20	77	Q	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700282
"Cartwheel : a novel / Jennifer duBois. "	s	South America	ag	Argentina	--	 	-34	-64	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700284
"Contesting nation : gendered violence in South Asia : notes on the postcolonial present / edited by Angana P. Chatterji and Lubna Nazir Chaudhry. "	a	Asia	--		--		43.6728	87.3253	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700286
"Early explorers of Bible lands / Jack P. Lewis. "	a	Asia	is	Israel	--		31.5	34.75	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700288
"Encounter on the Great Plains : Scandinavian settlers and the dispossession of Dakota Indians, 1890-1930 / Karen V. Hansen. "	n	North America	us	United States	nd	North Dakota	41.525	-99.8617	F	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700291
"Greeks and barbarians / Kostas Vlassopoulos. "	e	Europe	gr	Greece	--		39	22	D	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700292
"Meaning of ice : people and sea ice in three Arctic communities / [editors, Shari Fox Gearheard [and seven others]]. "	r	Europe	--	Greece	--		39	22	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700295
"On the Supreme Court : without illusion and idolatry / Louis Fisher. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700316
"Religious diversity and early modern English texts : Catholic, Judaic, feminist, and secular dimensions / edited by Arthur F. Marotti and Chanita Goodblatt. "	e	Europe	uk	Great Britain	--		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700322
"Canada's forgotten slaves : two centuries of bondage / Marcel Trudel ; translated by George Tombs. "	n	North America	cn	Canada	qu		60	-95	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700324
"Catastrophe 1914 : Europe goes to war / Max Hastings. "	e	Europe	--		--		48.7333	18.9333	D	5	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700325
"Chinookan peoples of the lower Columbia / Robert T. Boyd, Kenneth M. Ames, and Tony A. Johnson, editors. "	n	North America	us	United States	or	Oregon	43.8683	-120.9783	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700327
"W.E.B. Du Bois's exhibit of American Negroes : African Americans at the beginning of the twentieth century / Eugene F. Provenzo Jr. "	n	North America	us	United States	ga	Georgia	32.7133	-83.495	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700429
"War and nationalism : the Balkan wars, 1912-1913, and their sociopolitical implications / edited by M. Hakan Yavuz and Isa Blumi ; foreword by Edward J. Erickson. "	e	Europe	--		--		48.7333	18.9333	D	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700431
"We are the ones we have been waiting for : the promise of civic renewal in America / Peter Levine. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700434
"Understanding ethnopolitical conflict : Karabakh, South Ossetia, and Abkhazia wars reconsidered / Emil Souleimanov. "	a	Asia	aj	Azerbaijan	--		40.5	47.5	D	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700443
"Voices of the Razorbacks : a history of Arkansas's iconic sports broadcasters / Hoyt Purvis and Stanley Sharp. "	n	North America	us	United States	ar	Arkansas	34.815	-92.3017	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700444
"Writing the Gettysburg Address / Martin P. Johnson. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700445
"Written space in the Latin West, 200 BC to AD 300 / [edited by] Gareth Sears, Peter Keegan and Ray Laurence. "	e	Europe	--		--		48.7333	18.9333	C	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700446
"Exploring leadership : for college students who want to make a difference / Susan R. Komives, Nance Lucas, Timothy R. McMahon. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700452
"Croquet player / H.G. Wells ; afterword by John Huntington. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700461
"Face of the gods : art and altars of Africa and the African Americas / Robert Farris Thompson. "	b	Europe	--	Great Britain	--		54	-2	N	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700463
"Moon pool / A. Merritt ; introduction to the Bison Books edition by Robert Silverberg. "	p	Europe	--	Great Britain	--		54	-2	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700469
"Religious diversity in Chinese thought / edited by Perry Schmidt-Leukel and Joachim Gentz. "	a	Asia	cc	China	--		35	105	B	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700475
"Shaping immigration news : a French-American comparison / Rodney Benson, New York University. "	n	North America	us	United States	--		38	-97	P	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700477
"Souvenirs and new ideas : travel and collecting in Egypt and the Near East / edited by Diane Fortenberry. "	a	Asia	--		--		43.6728	87.3253	G	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700488
"Union & states' rights : a history and interpretation of interposition, nullification, and secession, 150 years after Sumter / edited by Neil H. Cogan. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4700490
